time,1/1/99,1/2/99,1/3/99,1/4/99,1/5/99,1/6/99,1/7/99,1/8/99,1/9/99,1/10/99,1/11/99,1/12/99,1/13/99,1/14/99,1/15/99,1/16/99,1/17/99,1/18/99,1/19/99,1/20/99,1/21/99,1/22/99,1/23/99,1/24/99,1/25/99,1/26/99,1/27/99,1/28/99,1/29/99,1/30/99,1/31/99,2/1/99,2/2/99,2/3/99,2/4/99,2/5/99,2/6/99,2/7/99,2/8/99,2/9/99,2/10/99,2/11/99,2/12/99,2/13/99,2/14/99,2/15/99,2/16/99,2/17/99,2/18/99,2/19/99,2/20/99,2/21/99,2/22/99,2/23/99,2/24/99,2/25/99,2/26/99,2/27/99,2/28/99,3/1/99,3/2/99,3/3/99,3/4/99,3/5/99,3/6/99,3/7/99,3/8/99,3/9/99,3/10/99,3/11/99,3/12/99,3/13/99,3/14/99,3/15/99,3/16/99,3/17/99,3/18/99,3/19/99,3/20/99,3/21/99,3/22/99,3/23/99,3/24/99,3/25/99,3/26/99,3/27/99,3/28/99,3/29/99,3/30/99,3/31/99,4/1/99,4/2/99,4/3/99,4/4/99,4/5/99,4/6/99,4/7/99,4/8/99,4/9/99,4/10/99,4/11/99,4/12/99,4/13/99,4/14/99,4/15/99,4/16/99,4/17/99,4/18/99,4/19/99,4/20/99,4/21/99,4/22/99,4/23/99,4/24/99,4/25/99,4/26/99,4/27/99,4/28/99,4/29/99,4/30/99,5/1/99,5/2/99,5/3/99,5/4/99,5/5/99,5/6/99,5/7/99,5/8/99,5/9/99,5/10/99,5/11/99,5/12/99,5/13/99,5/14/99,5/15/99,5/16/99,5/17/99,5/18/99,5/19/99,5/20/99,5/21/99,5/22/99,5/23/99,5/24/99,5/25/99,5/26/99,5/27/99,5/28/99,5/29/99,5/30/99,5/31/99,6/1/99,6/2/99,6/3/99,6/4/99,6/5/99,6/6/99,6/7/99,6/8/99,6/9/99,6/10/99,6/11/99,6/12/99,6/13/99,6/14/99,6/15/99,6/16/99,6/17/99,6/18/99,6/19/99,6/20/99,6/21/99,6/22/99,6/23/99,6/24/99,6/25/99,6/26/99,6/27/99,6/28/99,6/29/99,6/30/99,7/1/99,7/2/99,7/3/99,7/4/99,7/5/99,7/6/99,7/7/99,7/8/99,7/9/99,7/10/99,7/11/99,7/12/99,7/13/99,7/14/99,7/15/99,7/16/99,7/17/99,7/18/99,7/19/99,7/20/99,7/21/99,7/22/99,7/23/99,7/24/99,7/25/99,7/26/99,7/27/99,7/28/99,7/29/99,7/30/99,7/31/99,8/1/99,8/2/99,8/3/99,8/4/99,8/5/99,8/6/99,8/7/99,8/8/99,8/9/99,8/10/99,8/11/99,8/12/99,8/13/99,8/14/99,8/15/99,8/16/99,8/17/99,8/18/99,8/19/99,8/20/99,8/21/99,8/22/99,8/23/99,8/24/99,8/25/99,8/26/99,8/27/99,8/28/99,8/29/99,8/30/99,8/31/99,9/1/99,9/2/99,9/3/99,9/4/99,9/5/99,9/6/99,9/7/99,9/8/99,9/9/99,9/10/99,9/11/99,9/12/99,9/13/99,9/14/99,9/15/99,9/16/99,9/17/99,9/18/99,9/19/99,9/20/99,9/21/99,9/22/99,9/23/99,9/24/99,9/25/99,9/26/99,9/27/99,9/28/99,9/29/99,9/30/99,10/1/99,10/2/99,10/3/99,10/4/99,10/5/99,10/6/99,10/7/99,10/8/99,10/9/99,10/10/99,10/11/99,10/12/99,10/13/99,10/14/99,10/15/99,10/16/99,10/17/99,10/18/99,10/19/99,10/20/99,10/21/99,10/22/99,10/23/99,10/24/99,10/25/99,10/26/99,10/27/99,10/28/99,10/29/99,10/30/99,10/31/99,11/1/99,11/2/99,11/3/99,11/4/99,11/5/99,11/6/99,11/7/99,11/8/99,11/9/99,11/10/99,11/11/99,11/12/99,11/13/99,11/14/99,11/15/99,11/16/99,11/17/99,11/18/99,11/19/99,11/20/99,11/21/99,11/22/99,11/23/99,11/24/99,11/25/99,11/26/99,11/27/99,11/28/99,11/29/99,11/30/99
05:00:00,1,0,2,0,1,0,3,1,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
05:30:00,0,1,1,2,0,1,0,0,0,0,0,0,10,5,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,2,0,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,5,0,0,0,0,0,1,9,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,0,0,1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1,1,1,2,1,2,0,0,1,3,0,2,0,0,0,0,3,1,0,0,0,0,2,1,0,1,1,0,2,0,0,0,7,1,0,1,2,1,1,0,2,0,1,0,2,1,1,1,0,1,3,1,1,1,0,0,1,1,3,1,0,1,0,0,0,2,3,1,2,0,3,1,2,1,2,0,0,2,0,1,3,1,0,0,0,2,0
06:00:00,1,0,2,2,0,2,0,0,0,1,0,0,11,0,2,0,1,5,2,0,1,0,0,0,2,0,0,1,1,0,0,2,1,0,0,0,0,2,2,1,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0,2,3,0,0,1,2,0,1,0,2,2,2,1,0,4,2,1,2,1,2,0,4,6,1,2,0,0,0,4,0,0,0,1,2,0,0,1,2,0,0,0,0,1,0,5,0,1,0,0,0,1,3,1,2,3,0,2,5,1,0,1,1,0,0,6,3,0,1,0,0,2,1,1,2,2,0,0,4,4,4,3,0,1,0,1,1,8,4,0,1,0,1,1,2,3,2,2,0,5,0,3,4,0,0,0,1,0,0,0,0,0,0,3,0,1,1,6,1,0,2,3,3,1,2,1,0,2,0,2,0,0,1,0,2,1,0,0,0,1,0,4,0,0,2,2,0,0,4,5,1,1,2,0,0,4,2,1,1,0,2,0,1,1,0,0,1,0,0,0,2,1,2,0,2,0,0,0,2,2,1,2,0,1,6,4,5,1,1,0,0,0,1,2,1,1,0,0,0,3,2,1,2,0,0,0,1,0,1,3,0,3,3,0,0,4,3,0,0,5,1,2,1,0,2,10,0,1,5,2,0,0,0,1,1,3,0,0,0,0,3,1,2,2,0,0,1,1,3,1,3,2,0,4,1,2,4,1,0,0,0,1,0,2,0,0,0,0,0,2
06:30:00,4,0,4,5,2,1,3,1,0,1,0,0,12,2,0,0,3,6,5,0,3,2,0,2,2,4,0,3,1,0,5,7,8,5,2,2,0,4,2,2,9,4,1,0,4,8,4,3,9,0,0,2,4,4,2,3,8,0,1,7,1,5,9,4,0,4,4,0,3,3,7,0,3,0,3,6,6,4,0,12,4,6,8,3,2,0,9,13,7,9,0,0,0,12,3,0,0,2,3,0,6,0,3,2,5,2,0,6,1,9,1,6,1,0,5,4,3,3,4,1,0,8,18,5,4,5,7,0,10,8,3,3,4,3,0,2,3,1,2,3,0,0,4,7,2,4,4,2,0,6,6,8,6,2,6,0,3,8,2,7,5,3,0,11,4,4,3,3,2,0,3,7,4,5,3,1,0,1,2,5,8,14,4,0,6,9,3,5,2,4,0,7,7,5,3,2,1,0,1,4,3,1,0,2,0,4,2,1,9,2,1,0,9,14,9,4,3,1,0,4,5,3,1,0,3,0,3,4,2,1,1,0,0,3,2,0,1,7,0,0,6,4,5,6,7,6,1,6,11,4,7,8,2,0,0,7,4,3,5,2,1,3,0,7,7,4,4,0,0,2,6,2,4,2,0,10,10,9,4,7,2,0,4,10,4,6,4,3,0,4,7,8,5,10,1,0,5,8,2,3,6,2,0,4,9,11,14,3,7,0,5,6,1,2,4,8,0,4,7,5,5,4,1,0,4,3,5,4,4,1,0,3,4,0
07:00:00,13,0,36,23,12,10,14,11,0,16,0,0,23,11,9,0,18,21,15,9,16,12,0,10,12,10,10,13,7,0,9,21,22,12,13,7,0,15,10,8,25,15,7,0,15,13,18,21,13,8,0,18,25,25,10,17,9,0,20,15,12,11,29,8,0,21,22,11,26,27,11,0,13,0,20,13,16,12,0,20,22,19,19,10,21,0,22,19,11,11,0,12,0,16,13,0,0,12,11,0,24,12,16,13,14,16,0,20,14,23,5,17,11,0,11,15,12,11,16,9,0,21,24,14,9,22,12,0,15,19,24,10,12,10,0,22,190,14,19,11,1,0,20,18,21,9,9,3,0,15,14,28,23,8,6,0,18,21,12,12,18,17,2,24,13,8,21,17,7,0,9,17,21,7,14,8,0,17,16,11,11,18,26,0,25,26,23,14,12,13,0,24,21,15,10,11,2,0,15,11,13,12,123,11,0,24,11,9,19,6,12,0,23,21,32,14,12,10,0,13,26,25,17,8,8,0,15,10,12,7,13,6,0,13,22,7,15,11,9,1,17,13,12,20,18,43,2,33,25,14,22,17,11,0,0,14,26,10,13,16,0,14,0,24,22,15,10,0,12,9,7,14,11,12,0,28,30,34,22,21,12,0,20,22,23,18,17,18,0,27,19,10,19,17,11,0,15,24,14,7,13,8,0,13,25,30,33,15,10,0,13,19,24,18,17,16,1,11,17,24,18,6,13,0,16,12,9,18,12,15,0,21,14,11
07:30:00,27,0,35,31,18,21,15,12,0,20,0,0,34,17,15,0,22,21,22,11,23,9,0,19,21,11,14,14,15,0,20,29,36,29,19,21,0,19,23,14,35,34,18,0,17,21,34,13,18,14,0,24,33,28,14,21,10,0,19,35,33,22,41,23,0,20,30,32,36,44,14,0,17,0,34,25,27,16,0,35,28,20,22,11,17,0,31,25,13,24,0,8,0,36,22,0,0,15,16,0,21,33,20,21,20,9,0,45,19,25,3,20,24,0,20,27,7,33,22,14,0,49,35,10,25,30,19,0,20,29,26,29,25,14,0,22,224,16,33,22,0,0,27,27,24,18,13,22,0,19,27,24,43,37,14,0,26,20,18,25,32,24,0,45,21,4,19,22,9,0,24,22,18,28,20,16,0,19,20,11,19,33,24,0,32,33,23,24,25,16,0,23,26,26,23,14,11,0,20,29,28,20,3,16,0,26,17,15,22,16,14,0,33,36,43,21,24,17,0,21,30,29,35,10,13,0,13,28,30,16,24,13,0,19,21,11,13,27,15,0,24,20,28,26,27,39,0,25,34,28,24,19,17,0,0,22,41,22,24,17,0,28,0,32,29,35,19,0,17,7,18,11,18,13,1,45,28,27,23,21,19,0,30,31,26,25,18,14,0,15,22,12,6,24,17,0,16,24,23,23,15,18,0,27,33,44,26,16,16,0,11,32,27,19,33,20,0,13,20,23,15,10,16,0,25,22,17,18,16,17,0,16,28,18
08:00:00,49,0,57,47,39,42,32,28,0,32,0,0,66,43,16,0,33,33,32,39,27,27,0,21,23,29,29,21,21,0,26,61,47,47,20,38,0,48,27,22,42,42,27,0,34,41,49,23,27,29,0,45,31,25,38,29,29,0,42,51,35,52,42,32,0,52,37,44,37,62,38,0,37,25,43,23,23,24,0,37,28,33,53,28,32,0,46,45,44,44,0,27,1,49,23,0,0,35,35,0,48,44,45,31,40,30,0,49,34,34,7,39,29,1,24,33,26,45,37,13,0,52,50,25,26,48,35,0,24,45,34,40,34,24,0,40,32,51,34,35,0,0,49,35,39,31,29,26,0,31,26,56,53,44,37,0,42,34,47,49,32,43,0,39,43,20,50,43,23,0,42,38,32,32,21,20,0,30,30,28,40,43,54,1,60,45,50,40,38,23,0,37,36,38,37,34,22,0,28,32,54,32,159,24,0,43,38,25,35,24,19,0,48,53,58,39,30,26,0,36,35,51,28,26,27,0,40,36,26,26,13,16,0,43,33,27,9,23,15,0,38,26,26,41,32,60,0,49,44,38,35,26,33,1,0,43,50,37,40,37,0,41,0,36,41,40,25,0,19,29,19,23,18,32,0,52,48,29,27,41,33,1,40,40,36,32,33,31,1,31,33,33,26,39,28,0,26,38,40,26,20,21,0,53,53,59,28,33,25,0,38,31,52,45,44,33,0,45,40,39,33,32,20,0,30,23,32,23,21,16,0,29,41,36
08:30:00,47,0,83,88,89,55,71,49,0,62,0,0,104,80,57,0,50,51,49,51,52,30,0,39,45,40,37,57,26,0,53,75,77,73,46,43,0,77,48,39,72,68,55,0,53,60,68,68,60,34,0,60,54,58,32,38,53,0,57,77,68,86,61,48,0,64,52,72,76,73,54,0,69,55,61,47,57,43,0,71,73,57,53,53,38,0,47,46,49,79,0,75,0,99,73,0,0,62,41,0,72,59,52,50,37,54,0,59,53,68,11,62,40,0,63,39,41,57,53,40,0,55,59,25,46,59,46,0,44,68,67,59,45,40,0,33,33,43,50,54,1,0,70,56,53,33,41,40,0,49,60,45,65,58,48,0,46,50,66,55,63,55,1,40,53,56,51,33,28,0,48,47,44,35,40,33,0,53,62,35,32,65,72,0,55,60,60,35,42,41,0,54,52,46,46,45,50,0,49,44,48,49,12,34,0,64,45,29,56,37,30,0,88,67,67,63,47,52,0,70,36,74,56,32,42,0,62,37,33,45,33,32,0,39,38,39,16,39,29,1,44,42,44,48,71,62,1,56,61,58,53,44,40,0,1,62,69,58,52,61,0,61,0,59,59,50,35,0,32,33,39,42,43,58,0,60,59,52,41,54,42,0,69,68,50,34,37,57,0,54,45,34,33,49,31,2,37,41,37,36,33,33,0,55,65,76,41,45,42,0,42,34,48,55,46,40,0,46,49,48,52,35,29,0,53,64,41,48,39,26,0,51,43,39
09:00:00,52,0,57,39,41,44,57,23,0,52,0,0,74,46,55,0,46,45,47,49,46,31,0,51,36,32,42,38,31,1,40,50,68,49,51,34,3,58,41,26,51,65,49,0,55,42,57,59,45,35,0,51,60,42,34,40,34,2,48,75,71,77,51,37,0,69,51,37,61,80,65,1,65,62,63,70,64,60,0,74,72,60,45,68,29,1,65,48,56,52,0,95,0,48,59,0,0,58,37,0,53,48,56,50,49,33,0,42,42,41,20,56,47,0,49,41,47,52,54,48,0,73,62,55,48,51,41,0,55,52,51,51,53,32,0,62,34,60,48,54,0,0,49,56,51,65,43,37,0,63,60,61,58,69,43,1,48,48,53,75,65,51,0,31,56,55,63,46,23,2,67,67,44,49,38,25,0,52,51,55,47,62,60,1,71,75,73,54,65,65,0,48,70,44,58,55,25,0,47,59,78,73,6,46,0,73,59,54,63,48,47,0,100,88,78,76,48,60,0,69,63,62,82,46,36,0,64,51,67,36,32,41,1,50,38,53,36,38,21,0,55,48,48,60,51,67,1,71,83,62,55,59,46,0,1,61,65,67,69,47,0,35,0,56,76,61,26,0,45,36,44,44,48,44,1,77,58,73,54,64,53,0,79,60,64,50,43,38,0,68,56,49,30,63,36,0,40,40,50,47,35,36,1,78,96,85,59,55,32,1,52,49,56,76,77,54,1,58,82,85,65,58,34,1,70,67,86,61,68,36,1,70,54,61
09:30:00,51,0,73,75,72,56,66,33,0,61,0,0,56,58,54,0,70,63,62,66,65,33,0,40,62,49,44,50,33,0,41,69,65,59,45,35,0,73,56,25,63,64,49,0,57,77,84,73,41,33,0,63,81,48,51,55,34,0,53,68,65,78,67,52,0,75,65,43,91,99,50,1,72,77,71,61,82,41,0,75,75,61,53,72,30,0,56,64,68,46,0,48,0,70,59,0,0,63,37,1,75,72,68,55,61,45,1,76,46,36,7,82,41,0,71,58,46,71,58,52,1,64,61,74,69,46,41,0,88,71,70,55,69,41,0,63,28,50,57,43,1,1,60,50,57,59,72,28,0,66,62,65,82,87,42,0,65,58,52,63,61,64,0,54,67,58,31,81,25,1,51,71,69,46,46,29,1,65,55,74,59,91,61,1,91,92,51,61,82,33,0,48,83,64,69,50,26,0,33,78,82,76,27,49,0,73,86,78,73,93,54,0,124,80,104,77,84,46,1,81,102,68,93,53,38,0,64,70,53,59,51,40,0,56,56,60,46,55,35,0,65,61,55,78,67,50,0,79,80,58,66,40,52,2,0,73,67,63,51,59,1,45,0,80,69,73,43,0,62,54,49,58,65,46,1,69,81,72,56,82,36,1,86,65,68,79,55,43,1,95,86,48,45,71,47,0,58,69,69,64,55,31,0,99,101,107,89,78,38,0,83,94,84,87,81,46,0,101,98,98,96,60,33,3,90,95,86,85,71,38,1,91,53,73
10:00:00,49,1,92,64,51,75,54,39,0,82,0,0,0,74,41,0,61,82,80,61,72,29,0,60,49,47,45,48,28,1,48,53,84,65,62,43,0,63,54,44,67,67,51,0,63,66,77,70,72,28,1,61,61,69,59,61,25,0,67,90,71,93,96,45,1,103,88,51,84,89,51,0,77,86,67,47,59,47,1,89,70,84,60,69,41,0,54,59,64,43,0,61,0,73,70,0,0,47,45,0,65,84,78,74,64,39,0,70,50,48,15,93,32,0,68,56,61,73,58,44,0,84,78,75,52,50,53,0,83,74,84,77,63,40,0,76,31,84,60,45,0,0,72,96,86,72,79,38,0,79,69,80,91,101,43,0,91,64,78,68,77,66,0,83,68,74,31,57,34,1,82,73,67,60,61,33,1,74,56,87,68,75,65,0,91,74,62,58,72,50,0,52,96,83,82,62,26,0,31,66,78,83,32,46,0,62,80,88,76,94,53,0,108,109,74,79,86,40,0,82,92,99,100,52,40,1,83,79,58,63,57,40,0,60,58,69,53,67,30,0,77,55,77,67,90,58,2,82,79,66,79,59,38,0,1,66,78,74,88,44,2,26,0,93,83,92,30,0,53,60,67,58,52,39,0,79,77,95,76,81,37,1,84,82,68,73,71,49,2,92,73,72,53,67,32,0,71,55,68,54,55,49,0,101,100,116,77,73,38,0,77,83,86,75,103,56,0,113,83,96,98,72,33,2,82,86,102,64,87,48,0,78,66,68
10:30:00,37,1,79,100,70,54,65,33,1,75,0,0,0,76,34,0,66,62,61,53,78,31,0,57,47,46,41,53,23,1,56,58,75,61,55,32,0,66,65,37,68,87,33,0,61,50,82,63,62,41,0,64,62,66,51,53,23,0,52,72,44,102,76,41,0,95,77,57,79,87,61,1,77,95,53,53,80,34,0,71,64,68,62,62,31,0,84,80,75,65,0,65,0,67,63,0,0,59,53,0,66,88,83,71,67,52,0,80,63,47,4,73,34,1,76,53,61,80,62,60,0,88,74,75,49,66,42,0,83,80,75,67,60,39,1,98,25,72,67,27,0,0,84,66,94,54,63,39,1,72,61,75,85,77,40,0,62,59,52,66,74,45,1,95,60,58,70,80,40,0,74,82,50,57,73,31,0,72,44,79,79,94,79,0,105,88,72,61,51,52,0,96,70,76,78,52,21,0,56,53,60,81,52,46,0,79,72,81,73,75,40,0,126,104,83,81,98,58,1,101,68,97,90,54,35,0,63,71,73,58,56,40,0,64,58,60,54,65,34,1,64,56,60,53,89,72,0,100,78,57,44,59,39,0,1,83,88,71,65,39,0,23,0,90,86,90,47,0,56,53,55,63,45,22,0,76,78,79,66,76,41,3,79,61,59,63,60,44,0,89,60,55,62,58,49,0,56,60,46,47,48,43,1,73,98,90,75,71,44,0,58,62,64,81,72,42,0,73,83,81,94,64,27,2,79,98,82,71,58,59,1,72,81,67
11:00:00,42,1,72,79,72,49,54,34,0,79,0,0,0,56,52,0,62,54,52,42,54,30,0,39,46,46,39,43,32,0,35,69,71,66,48,48,1,69,39,40,64,77,31,0,57,60,68,63,65,43,0,53,77,55,38,57,21,0,49,79,52,82,105,41,0,94,74,43,65,84,52,0,80,97,48,44,59,42,2,94,39,84,57,57,42,2,51,49,58,53,0,70,0,77,68,0,0,69,59,1,85,82,65,70,56,49,0,77,54,41,12,75,38,0,55,66,51,82,58,40,0,78,78,67,79,52,33,1,84,75,67,51,47,29,0,71,23,73,65,43,0,0,65,56,71,50,49,38,0,57,47,58,57,66,47,1,70,48,65,68,57,46,0,67,55,55,58,66,63,1,71,76,64,53,44,31,0,47,44,54,69,85,80,2,92,66,62,54,74,36,0,43,65,73,58,54,25,1,62,59,70,77,35,48,0,81,68,64,74,85,43,0,119,99,84,77,78,61,0,89,81,82,73,51,38,0,69,85,64,69,50,42,0,57,54,44,54,44,35,2,59,50,53,56,93,47,0,77,59,63,43,49,35,2,2,82,70,62,70,50,0,20,0,87,85,68,29,1,64,50,54,55,92,37,1,72,64,64,44,67,37,2,72,60,59,44,45,47,2,75,42,36,49,50,40,0,61,47,46,54,43,42,0,75,84,85,73,53,43,1,57,55,58,87,70,42,0,79,69,66,70,45,27,0,80,85,62,73,68,48,5,62,53,66
11:30:00,45,0,64,69,54,46,54,33,0,54,0,0,68,62,33,0,53,54,62,50,64,34,0,47,33,41,42,36,22,1,46,62,60,60,43,47,1,61,35,59,65,68,37,0,32,51,81,57,54,31,0,79,66,61,35,36,42,0,40,78,49,75,88,35,0,73,1,48,55,83,48,1,89,88,44,49,53,27,0,79,0,62,67,71,27,0,54,49,70,38,0,58,0,76,66,0,2,74,71,0,70,77,65,70,57,33,0,44,60,21,8,75,27,0,74,46,55,40,51,29,0,79,78,52,63,51,35,0,78,65,61,61,51,27,0,75,22,76,88,36,0,1,60,69,54,55,54,28,0,50,46,70,68,61,56,0,66,51,74,62,47,46,0,78,57,45,57,63,37,0,74,62,52,37,42,29,0,50,57,55,57,76,76,0,85,66,66,66,61,40,0,54,65,63,58,56,21,0,63,59,69,76,33,36,0,58,67,60,67,68,34,1,96,95,93,81,92,49,1,75,71,87,65,71,32,0,58,73,55,40,54,31,0,46,47,57,40,33,32,0,58,50,42,55,73,35,0,66,73,61,49,51,28,2,2,75,66,56,54,38,2,10,0,62,85,60,22,2,52,58,59,54,70,41,0,88,61,55,71,54,56,1,73,72,50,54,48,53,1,56,54,15,43,55,39,0,42,48,66,42,43,40,2,76,57,70,71,49,39,0,63,38,65,77,71,44,0,65,81,71,68,63,33,0,70,75,74,65,65,40,0,62,49,71
12:00:00,31,1,71,70,52,48,41,32,0,67,0,0,69,59,27,1,51,64,53,44,62,26,0,41,42,41,37,37,30,0,50,43,59,36,41,47,0,55,41,49,53,57,43,0,33,43,47,46,46,35,0,45,51,55,41,49,37,0,46,75,35,67,71,50,0,77,0,44,64,69,1,1,79,89,44,41,62,30,0,83,0,80,48,43,36,1,56,52,60,23,0,73,0,94,53,0,1,27,71,0,90,65,58,75,56,61,1,54,52,40,11,70,30,0,71,53,59,47,59,44,0,81,94,61,40,72,44,0,72,77,65,61,65,35,0,66,13,84,53,42,1,0,60,41,56,48,44,43,0,50,52,58,61,59,53,0,64,49,59,56,69,55,0,68,61,49,44,50,42,2,64,38,48,47,39,27,1,53,53,46,59,76,83,0,83,80,62,48,73,48,1,54,75,50,58,64,35,0,48,38,53,79,21,31,0,59,47,54,64,69,43,0,81,91,95,73,81,69,0,76,66,72,64,71,68,3,53,70,37,46,37,40,2,59,47,36,48,33,39,1,61,42,46,48,69,52,1,64,58,56,55,34,25,2,1,72,71,62,67,28,0,1,0,58,54,52,41,0,39,43,64,69,59,31,0,57,76,80,70,53,43,2,76,40,56,51,44,41,0,45,51,58,39,39,25,2,41,53,39,40,63,46,1,71,60,80,67,54,29,0,51,39,60,49,68,45,1,58,81,56,73,43,22,4,46,66,68,68,63,43,0,77,45,50
12:30:00,26,2,59,51,45,48,63,30,0,44,0,0,57,53,33,0,52,51,52,42,59,28,1,31,31,35,28,44,26,0,35,50,55,66,43,31,0,48,47,33,57,55,38,0,45,56,51,43,39,27,0,48,46,43,44,54,30,0,41,56,29,68,70,45,0,72,0,62,70,83,0,0,69,66,34,37,77,31,0,74,0,53,50,42,34,0,48,44,44,25,0,51,0,69,68,0,0,97,52,0,96,66,86,51,46,46,0,56,41,32,5,76,25,0,73,39,65,55,65,36,0,74,73,70,42,57,37,1,62,62,74,68,57,36,0,76,15,74,49,30,0,0,69,57,51,51,45,31,0,55,42,65,56,57,44,1,67,54,67,51,57,33,4,58,61,49,46,48,35,0,76,56,60,42,39,26,0,63,60,46,51,69,72,1,80,72,54,53,65,43,0,58,55,64,61,45,15,0,48,63,37,63,23,36,0,58,61,65,62,64,48,1,95,73,77,62,67,33,0,84,63,73,78,56,38,1,59,48,39,26,48,54,0,57,37,34,41,36,27,0,44,44,38,62,66,39,1,73,47,40,46,56,21,1,2,47,58,49,52,24,1,3,0,46,49,44,29,1,29,50,45,52,35,30,0,84,81,62,47,53,34,0,50,45,44,53,40,27,1,50,58,48,24,50,23,3,44,37,32,47,39,28,1,63,55,79,49,64,28,1,52,45,74,55,68,36,2,61,68,55,67,49,23,0,49,58,58,76,42,26,0,55,41,49
13:00:00,27,0,67,39,46,47,33,28,0,79,0,0,58,54,20,0,56,47,53,46,60,18,0,46,24,32,28,38,22,0,47,44,54,406,44,24,0,41,14,31,50,59,30,0,33,59,58,66,50,23,0,62,53,52,45,42,23,0,42,91,35,78,78,30,0,72,0,45,70,59,0,1,92,52,42,26,62,29,0,61,1,55,50,38,20,0,42,42,47,15,0,41,0,93,52,0,0,94,41,0,57,67,82,48,61,29,0,64,57,30,13,72,21,0,63,48,52,47,47,30,0,69,69,84,36,61,46,0,83,77,74,33,55,28,0,45,16,88,69,18,0,0,82,74,54,82,55,26,0,69,51,61,72,54,32,0,56,54,56,54,70,35,0,72,44,49,208,45,34,0,46,69,45,46,45,29,0,51,49,34,59,60,44,0,101,69,64,52,58,23,0,82,58,45,49,61,25,0,91,53,54,67,21,25,0,70,56,47,56,68,33,1,83,79,82,63,71,41,0,63,65,77,68,31,38,0,50,56,47,44,42,26,1,56,48,38,46,40,19,1,47,42,37,45,69,25,0,76,46,52,53,44,29,0,0,67,51,52,75,29,0,1,0,57,52,49,16,1,40,39,40,49,40,26,0,62,72,58,55,34,26,0,68,48,46,65,67,37,1,51,61,39,52,57,22,1,45,49,47,46,50,27,0,61,73,68,48,57,24,1,57,50,68,65,67,25,0,64,67,76,64,57,13,1,56,59,60,56,54,8,0,60,53,52
